im9561933,【東方ニコ楽祭・酒宴】櫺子から　差し込む光を　御肴に,#NAME?,獏と語らう　夏の暁,伊賀高原
im9561933,【東方ニコ楽祭・酒宴】櫺子から　差し込む光を　御肴に,片割れを　あやかし明かす　今時分,"面と""むかえ""ば　あら、朝ぼらけ？",蛮菓
im9561933,【東方ニコ楽祭・酒宴】櫺子から　差し込む光を　御肴に,#NAME?,朝な朝なに　夢の通い路,詠み人知らず
im9561933,【東方ニコ楽祭・酒宴】櫺子から　差し込む光を　御肴に,#NAME?,ありあけの月も　あかなくに　ゆうぐれの月を　待ち出でつるかな,期待値0
im9561933,【東方ニコ楽祭・酒宴】櫺子から　差し込む光を　御肴に,#NAME?,獏と語らう　夏の赤月か天道　夢に問いかけ,瞑想獅子
im9561933,【東方ニコ楽祭・酒宴】櫺子から　差し込む光を　御肴に,暮れ合いて　迎える時は　夢と月,,筑前煮
im9563094,【東方ニコ楽祭・酒宴】雲居一輪の挑戦,"酒渡し　三つ目が<font color=\""red\"">見つめ</font>　背く尼",,伊賀高原
im9563094,【東方ニコ楽祭・酒宴】雲居一輪の挑戦,③お望みの般若の薬湯、大乗水。三学あらば無味無臭、三毒あらば外面の菩薩です/仏様も観てるよ。覚悟し給え/清水知らずは魚心,,詠み人知らず
im9563094,【東方ニコ楽祭・酒宴】雲居一輪の挑戦,"③般若湯を飲むなといへども<font color=\""red\"">見つめ</font>あふこと今は能はず。曰くいつの日か戒め給ひなむやと。",,水炬
im9563094,【東方ニコ楽祭・酒宴】雲居一輪の挑戦,#NAME?,時代親父とハイカラ少女,SABA
im9563094,【東方ニコ楽祭・酒宴】雲居一輪の挑戦,#NAME?,時代親父とハイカラ少女　多聞天　代理が詰め寄り　逆御神酒,詠み人知らず
im9563412,【東方ニコ楽祭・酒宴】橋の語り手,"地の<font color=\""red\"">橋</font>に　妬み忘れる　二人酒",,伊賀高原
im9563412,【東方ニコ楽祭・酒宴】橋の語り手,"<font color=\""red\"">橋</font>で飲み　視界の端に　桶流れ",,筑前煮
im9563412,【東方ニコ楽祭・酒宴】橋の語り手,"<font color=\""red\"">橋</font>守りの　<font color=\""red\"">盃</font>片手に　岩見酒",妬み探しか　しかと見つめて,瞑想獅子
im9563412,【東方ニコ楽祭・酒宴】橋の語り手,"花を飲み　人を待つらむ　<font color=\""red\"">橋</font>守は","今か今かと　<font color=\""red\"">盃</font>を干す",水炬
im9563412,【東方ニコ楽祭・酒宴】橋の語り手,愛(は)し姫の　何れはヒシと　手を組みて,"<font color=\""red\"">盃</font>交わし　愛でたし目出度し",蛮菓
im9563412,【東方ニコ楽祭・酒宴】橋の語り手,"嫉妬姫　宵酌み交わす　<font color=\""red\"">盃</font>に",映えし緑は　地底の湖月,筑前煮
im9569272,【東方ニコ楽祭・酒宴】地底の宴,"剛の鬼　<font color=\""red\"">地底</font>の産声　夏盛り",吊るした提灯　相席を覗く,瞑想獅子
im9569272,【東方ニコ楽祭・酒宴】地底の宴,"<font color=\""red\"">地の底</font>に　光踊りて　鬼笑う",,伊賀高原
im9569272,【東方ニコ楽祭・酒宴】地底の宴,燃える夜に　盃向けて　鬼見れば,"げに美しき　<font color=\""red\"">地底</font>の宴",伊賀高原
im9569272,【東方ニコ楽祭・酒宴】地底の宴,"死に花も　""さける""華美(はなみ)ぞ　いとおしき","<font color=\""red\"">地の底</font>・此処で　鬼逢いの宴",蛮菓
im9569272,【東方ニコ楽祭・酒宴】地底の宴,"御乱心！　惚れた腫れたは座頭一　此処は<font color=\""red\"">地の底</font>、底意地張りの",一丁前なら極楽トンボ,蛮菓
im9569272,【東方ニコ楽祭・酒宴】地底の宴,"<font color=\""red\"">地の底</font>の　旧き地獄は　今極楽",,筑前煮
im9569272,【東方ニコ楽祭・酒宴】地底の宴,"<font color=\""red\"">地の底</font>で　佇む鬼は　例ならず",ゑみこだれるさま　傾城のごとし,水炬
im9570485,【東方ニコ楽祭・酒宴】星を肴に,"月の海　座りて飲みし　星<font color=\""red\"">見酒</font>",純な心で　一人味わう,伊賀高原
im9570485,【東方ニコ楽祭・酒宴】星を肴に,兎追イ　遠クニ在リシ　故郷ヲ,"""チュウ""二浮カベテ　界離<font color=\""red\"">見酒</font>(カエリミノサケ)",蛮菓
im9570485,【東方ニコ楽祭・酒宴】星を肴に,"掲げた杯　純化をすれば　空<font color=\""red\"">見酒</font>",月より滲む　乾坤の一滴,瞑想獅子
im9570485,【東方ニコ楽祭・酒宴】星を肴に,"怨敵を　追い降りし地で　郷<font color=\""red\"">見酒</font>",,筑前煮
im9570485,【東方ニコ楽祭・酒宴】星を肴に,"星<font color=\""red\"">見酒</font>　忌々しくぞ　思ひけれども",あかなくに　克ちを得んとす　思ひを潜めて,水炬
im9578412,【東方ニコ楽祭・酒宴】宴の準備の小人族,あらエッサ　新身さら身のアラを探して　明石有明亜拉西安,脂の乗った荒海帰り　新巻逆巻き鉄火巻き　一丁賄う生一本,蛮菓
im9578412,【東方ニコ楽祭・酒宴】宴の準備の小人族,背小（せいご）とて、ハネてまわれば　オオタロウ　身小、なれど,"<font color=\""red\"">忙</font>、大なりて",蛮菓
im9578412,【東方ニコ楽祭・酒宴】宴の準備の小人族,"具材舞い　針<font color=\""red\"">荒れ</font>狂う　宴(えん)の裏",,伊賀高原
im9578412,【東方ニコ楽祭・酒宴】宴の準備の小人族,"<font color=\""red\"">忙</font>しなく　馳走す小人は　針を持ち",宴の肴を　振るわんとせす,水炬
im9578412,【東方ニコ楽祭・酒宴】宴の準備の小人族,"<font color=\""red\"">忙</font>しなく　少名の荒肝　針妙の技",,瞑想獅子
im9580748,夜風は優しく髪を揺らすのみ,上弦の　今か今かと　待ち侘びる,次のお八つは　巴たる月,蛮菓
im9580748,夜風は優しく髪を揺らすのみ,月ぞ知る　闇の隙間の　二人酒,,伊賀高原
im9580748,夜風は優しく髪を揺らすのみ,静寂に　とける時間と　かすむ光,酌み交わすのは　盃と想い,茶芭
im9580748,夜風は優しく髪を揺らすのみ,月明かり　月に叢雲　花に風,貴女の顔を　見つめてたいの,茶芭
im9580748,夜風は優しく髪を揺らすのみ,涼やかに　髪揺らす風　優しくて,もう少し強く　吹いてもいいのに,茶芭
im9580748,夜風は優しく髪を揺らすのみ,風が止み　ふたりの静寂（しじま）　なぞる闇,時も止まれと　哀に病み,はっちぼっち
im9580748,夜風は優しく髪を揺らすのみ,さも密会　賢者と守護者　晩夏の饗,,瞑想獅子
im9580748,夜風は優しく髪を揺らすのみ,声は無く　心は交わせし　月見酒,木々の風音　二人を包まん,陣龍
im9581957,【東方ニコ楽祭・酒宴】永遠亭の宴,フルハウス　一番手柄（クローバーハート）は　誰のもの？,一葉来福　白詰挿話,蛮菓
im9581957,【東方ニコ楽祭・酒宴】永遠亭の宴,"この席で　傾けたるは　<font color=\""red\"">酒</font>味(きみ)の口",花の談後に　輿案要らず,蛮菓
im9581957,【東方ニコ楽祭・酒宴】永遠亭の宴,"兎跳ね　永遠の幸乞い(とわのさちこい)　<font color=\""red\"">酒</font>回す",,伊賀高原
im9581957,【東方ニコ楽祭・酒宴】永遠亭の宴,"<font color=\""red\"">酒</font>あおり　はるか彼方の　故事語り",,瞑想獅子
im9582627,【東方ニコ楽祭・酒宴】仕事終わりの一杯,"夕暮れに　明日の<font color=\""red\"">仕事</font>へ　元気の杯",,伊賀高原
im9582627,【東方ニコ楽祭・酒宴】仕事終わりの一杯,#NAME?,ただ酔いしれる　癒しの一時,伊賀高原
im9582627,【東方ニコ楽祭・酒宴】仕事終わりの一杯,"ウ・イ・ス・キー　<font color=\""red\"">仕事</font>終わりの　琥珀色",大事な人と　記念の一杯,蛮菓
im9582627,【東方ニコ楽祭・酒宴】仕事終わりの一杯,"積み重ね　誰かの成した　大<font color=\""red\"">仕事</font>",今は昔の　命の形　アンバーナイトに　化石（ともがら）を想う,蛮菓
im9583295,【東方ニコ楽祭・酒宴】いつもの店でまた皆と,ああウマイ！　この一杯の　幸せを,"供に分け合う　<font color=\""red\"">友</font>と乾杯！！",蛮菓
im9583295,【東方ニコ楽祭・酒宴】いつもの店でまた皆と,"我が<font color=\""red\"">友</font>よ　「アンタを肴に　大騒ぎ",泥棒猫め♪て…　喉が苦ぇぜ,蛮菓
im9583295,【東方ニコ楽祭・酒宴】いつもの店でまた皆と,果てしない　宇宙(そら)より深き　腹の底,"「肴は<font color=\""red\"">友</font>釣りオトリナシ　酔いの醒めぬは　花籠釣瓶",蛮菓
im9583295,【東方ニコ楽祭・酒宴】いつもの店でまた皆と,寂しかば　病となりし　盃も,"<font color=\""red\"">友</font>とあおれば　百薬の長",伊賀高原
im9583295,【東方ニコ楽祭・酒宴】いつもの店でまた皆と,"懐かしき　クモの古巣で　<font color=\""red\"">友</font>に酔う",,筑前煮
im9592816,【東方ニコ楽祭・酒宴】月の兎,"<font color=\""red\"">月</font>光り(つきびかり)　盃映し　二羽踊る",,伊賀高原
im9592816,【東方ニコ楽祭・酒宴】月の兎,常夜（かくりよ）に　越し淡々と　草枕,"<font color=\""red\"">月</font>の兎（ムーンフェイズ）の　くるりやくるり　兎角（とつく）に此世は　薔薇色人生（クロックワーク）",蛮菓
im9592816,【東方ニコ楽祭・酒宴】月の兎,ショー・タイム　ハーフ・ムーンに　スプリット,"ソルティドッグも嫌ぇじゃねえが　今<font color=\""red\"">月</font>今夜は幸運（おあし）を頂戴",蛮菓
im9593884,【東方ニコ楽祭・酒宴】晩夏の夜の宴,地の底で　住みし者共　いざ出でよ,"<font color=\""red\"">晩夏</font>の<font color=\""red\"">宴</font>に　隔たりなど無し",陣龍
im9593884,【東方ニコ楽祭・酒宴】晩夏の夜の宴,夜を照らし　地獄の花ら　乱れれば,"<font color=\""red\"">宴</font>の中に　聳ゆ(そびゆ)里山",伊賀高原
im9593884,【東方ニコ楽祭・酒宴】晩夏の夜の宴,"見合い<font color=\""red\"">酒</font>　""すきなあいだ""は　どのくらい？",しゃなりとひざの　ふわりといきの　さらりとかみの　くすぐるここち,蛮菓
im9593884,【東方ニコ楽祭・酒宴】晩夏の夜の宴,"天地人（ドン！ドコ！ショ！）縁店花火（えんてんかか）と大童　夏<font color=\""red\"">宴</font>太鼓にバチ当てりゃソイヤ！ソイヤ！とマトイも踊る",,蛮菓
im9595386,【東方ニコ楽祭・酒宴】姫の燕,"手弱女の　<font color=\""red\"">水辺</font>にしづく　英は",滴る儘に　絶ゆる事無し,蛮菓
im9595386,【東方ニコ楽祭・酒宴】姫の燕,"<font color=\""red\"">水辺</font>にて　艶尾遊ばす　セイレーン",熱も帯びたり　河畔のお囃子,蛮菓
im9595386,【東方ニコ楽祭・酒宴】姫の燕,"酒浮かべ　<font color=\""red\"">水辺</font>に笑う　マーメイド",,伊賀高原
